image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0008,Wikimedia Commons,Iraq,pottery_ceramics,"16. Painted pottery jar. From Iraq. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:16._Painted_pottery_jar._From_Iraq._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/16._Painted_pottery_jar._From_Iraq._Iraq_Museum%2C_Baghdad.jpg/960px-16._Painted_pottery_jar._From_Iraq._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?","File:16. Painted pottery jar. From Iraq. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/b/bb/16._Painted_pottery_jar._From_Iraq._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0009,Wikimedia Commons,Iraq,pottery_ceramics,"17. Painted pottery jar. From Iraq. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:17._Painted_pottery_jar._From_Iraq._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/17._Painted_pottery_jar._From_Iraq._Iraq_Museum%2C_Baghdad.jpg/960px-17._Painted_pottery_jar._From_Iraq._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?","File:17. Painted pottery jar. From Iraq. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/4/40/17._Painted_pottery_jar._From_Iraq._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0010,Wikimedia Commons,Iraq,pottery_ceramics,2. Painted pottery jar. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:2._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/2._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg/960px-2._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:2. Painted pottery jar. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/db/2._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0011,Wikimedia Commons,Iraq,pottery_ceramics,3. Painted pottery spouted vessel. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:3._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/3._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg/960px-3._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery spouted vessel. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:3. Painted pottery spouted vessel. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/1/15/3._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0012,Wikimedia Commons,Iraq,pottery_ceramics,4. Painted pottery jar. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg/960px-4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:4. Painted pottery jar. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/4/48/4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0013,Wikimedia Commons,Iraq,pottery_ceramics,5. Painted pottery spouted vessel. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:5._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/5._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg/960px-5._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery spouted vessel. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:5. Painted pottery spouted vessel. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/6/6e/5._Painted_pottery_spouted_vessel._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0014,Wikimedia Commons,Iraq,pottery_ceramics,6. Painted pottery jar. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:6._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/6._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg/960px-6._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:6. Painted pottery jar. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/e/e3/6._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0015,Wikimedia Commons,Iraq,pottery_ceramics,7. Painted pottery jar. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:7._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/7._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg/960px-7._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:7. Painted pottery jar. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/b/bb/7._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0016,Wikimedia Commons,Iraq,pottery_ceramics,8. Painted pottery jar. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:8._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/8._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg/960px-8._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:8. Painted pottery jar. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/c/cd/8._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0017,Wikimedia Commons,Iraq,pottery_ceramics,9. Painted pottery bowl. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:9._Painted_pottery_bowl._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/9._Painted_pottery_bowl._From_Iraq._Iraq_Museum.jpg/960px-9._Painted_pottery_bowl._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery bowl. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:9. Painted pottery bowl. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/6/61/9._Painted_pottery_bowl._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0018,Wikimedia Commons,Iraq,pottery_ceramics,"Large pottery jar used for ritual purposes (omens). From the Sin Temple at Khafajah, Iraq. Early Dynastic period, 2600-2370 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Large_pottery_jar_used_for_ritual_purposes_(omens)._From_the_Sin_Temple_at_Khafajah,_Iraq._Early_Dynastic_period,_2600-2370_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Large_pottery_jar_used_for_ritual_purposes_%28omens%29._From_the_Sin_Temple_at_Khafajah%2C_Iraq._Early_Dynastic_period%2C_2600-2370_BCE._Iraq_Museum.jpg/960px-Large_pottery_jar_used_for_ritual_purposes_%28omens%29._From_the_Sin_Temple_at_Khafajah%2C_Iraq._Early_Dynastic_period%2C_2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Large pottery jar used for ritual purposes (omens). From the Sin Temple at Khafajah, Iraq. Early Dynastic period, 2600-2370 BCE. Iraq Museum.","File:Large pottery jar used for ritual purposes (omens). From the Sin Temple at Khafajah, Iraq. Early Dynastic period, 2600-2370 BCE. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/50/Large_pottery_jar_used_for_ritual_purposes_%28omens%29._From_the_Sin_Temple_at_Khafajah%2C_Iraq._Early_Dynastic_period%2C_2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0019,Wikimedia Commons,Iraq,pottery_ceramics,"Large pottery jar. Hassuna culture, incised type. From Tell Hassuna, Iraq. 6th millennium BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Large_pottery_jar._Hassuna_culture,_incised_type._From_Tell_Hassuna,_Iraq._6th_millennium_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Large_pottery_jar._Hassuna_culture%2C_incised_type._From_Tell_Hassuna%2C_Iraq._6th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Large_pottery_jar._Hassuna_culture%2C_incised_type._From_Tell_Hassuna%2C_Iraq._6th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Large pottery jar. Hassuna culture, incised type. From Tell Hassuna, Iraq. 6th millennium BCE. Iraq Museum, Baghdad.","File:Large pottery jar. Hassuna culture, incised type. From Tell Hassuna, Iraq. 6th millennium BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/7/7a/Large_pottery_jar._Hassuna_culture%2C_incised_type._From_Tell_Hassuna%2C_Iraq._6th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0020,Wikimedia Commons,Iraq,pottery_ceramics,"Large pottery jar. Pear-shaped with 2 handles. Painted near the mouth with geometric motifs. From Tell Fara (Shuruppak), Iraq. 5th millennium BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Large_pottery_jar._Pear-shaped_with_2_handles._Painted_near_the_mouth_with_geometric_motifs._From_Tell_Fara_(Shuruppak),_Iraq._5th_millennium_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Large_pottery_jar._Pear-shaped_with_2_handles._Painted_near_the_mouth_with_geometric_motifs._From_Tell_Fara_%28Shuruppak%29%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Large pottery jar. Pear-shaped with 2 handles. Painted near the mouth with geometric motifs. From Tell Fara (Shuruppak), Iraq. 5th millennium BCE. Iraq Museum, Baghdad. IM24229.","File:Large pottery jar. Pear-shaped with 2 handles. Painted near the mouth with geometric motifs. From Tell Fara (Shuruppak), Iraq. 5th millennium BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/7/72/Large_pottery_jar._Pear-shaped_with_2_handles._Painted_near_the_mouth_with_geometric_motifs._From_Tell_Fara_%28Shuruppak%29%2C_Iraq._5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0021,Wikimedia Commons,Iraq,pottery_ceramics,"Painted jar, geometric designs and animals, the so-called ""Scarlet Ware"". From Iraq, Tell Abu Qasim (Arabic تل ابو قاسم), Hamrin Basin, Diyala Valley. 2800-2600 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Painted_jar,_geometric_designs_and_animals,_the_so-called_""Scarlet_Ware""._From_Iraq,_Tell_Abu_Qasim_(Arabic_تل_ابو_قاسم),_Hamrin_Basin,_Diyala_Valley._2800-2600_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Painted_jar%2C_geometric_designs_and_animals%2C_the_so-called_%22Scarlet_Ware%22._From_Iraq%2C_Tell_Abu_Qasim_%28Arabic_%D8%AA%D9%84_%D8%A7%D8%A8%D9%88_%D9%82%D8%A7%D8%B3%D9%85%29%2C_Hamrin_Basin%2C_Diyala_Valley._2800-2600_BCE._Iraq_Museum.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted jar, geometric designs and animals, the so-called ""Scarlet Ware"". From Iraq, Tell Abu Qasim (Arabic: تل ابو قاسم), Hamrin Basin, Diyala Valley. 2800-2000 BCE. Iraq Museum.","File:Painted jar, geometric designs and animals, the so-called ""Scarlet Ware"". From Iraq, Tell Abu Qasim (Arabic تل ابو قاسم), Hamrin Basin, Diyala Valley. 2800-2600 BCE. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/a/af/Painted_jar%2C_geometric_designs_and_animals%2C_the_so-called_%22Scarlet_Ware%22._From_Iraq%2C_Tell_Abu_Qasim_%28Arabic_%D8%AA%D9%84_%D8%A7%D8%A8%D9%88_%D9%82%D8%A7%D8%B3%D9%85%29%2C_Hamrin_Basin%2C_Diyala_Valley._2800-2600_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0022,Wikimedia Commons,Iraq,pottery_ceramics,"Painted jar, geometric designs, the so-called ""Scarlet Ware"". From Iraq, Tell Abu Qasim (Arabic تل ابو قاسم), Hamrin Basin, Diyala Valley. 2800-2600 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Painted_jar,_geometric_designs,_the_so-called_""Scarlet_Ware""._From_Iraq,_Tell_Abu_Qasim_(Arabic_تل_ابو_قاسم),_Hamrin_Basin,_Diyala_Valley._2800-2600_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Painted_jar%2C_geometric_designs%2C_the_so-called_%22Scarlet_Ware%22._From_Iraq%2C_Tell_Abu_Qasim_%28Arabic_%D8%AA%D9%84_%D8%A7%D8%A8%D9%88_%D9%82%D8%A7%D8%B3%D9%85%29%2C_Hamrin_Basin%2C_Diyala_Valley._2800-2600_BCE._Iraq_Museum.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted jar, geometric designs, the so-called ""Scarlet Ware"". From Iraq, Tell Abu Qasim (Arabic: تل ابو قاسم), Hamrin Basin, Diyala Valley. 2800-2600 BCE. Iraq Museum, Baghdad.","File:Painted jar, geometric designs, the so-called ""Scarlet Ware"". From Iraq, Tell Abu Qasim (Arabic تل ابو قاسم), Hamrin Basin, Diyala Valley. 2800-2600 BCE. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/6/6c/Painted_jar%2C_geometric_designs%2C_the_so-called_%22Scarlet_Ware%22._From_Iraq%2C_Tell_Abu_Qasim_%28Arabic_%D8%AA%D9%84_%D8%A7%D8%A8%D9%88_%D9%82%D8%A7%D8%B3%D9%85%29%2C_Hamrin_Basin%2C_Diyala_Valley._2800-2600_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0023,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery chalice or cup, of the so-called Ninevite V culture. From Nineveh, Iraq. Ninevite V period of Upper Mesopotamia, c. 2900-2600 BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_chalice_or_cup,_of_the_so-called_Ninevite_V_culture._From_Nineveh,_Iraq._Ninevite_V_period_of_Upper_Mesopotamia,_c._2900-2600_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Painted_pottery_chalice_or_cup%2C_of_the_so-called_Ninevite_V_culture._From_Nineveh%2C_Iraq._Ninevite_V_period_of_Upper_Mesopotamia%2C_c._2900-2600_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery chalice or cup, of the so-called Ninevite V culture. From Nineveh, Iraq. Ninevite V period of Upper Mesopotamia, c. 2900-2600 BCE. Iraq Museum, Baghdad.","File:Painted pottery chalice or cup, of the so-called Ninevite V culture. From Nineveh, Iraq. Ninevite V period of Upper Mesopotamia, c. 2900-2600 BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/5f/Painted_pottery_chalice_or_cup%2C_of_the_so-called_Ninevite_V_culture._From_Nineveh%2C_Iraq._Ninevite_V_period_of_Upper_Mesopotamia%2C_c._2900-2600_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0024,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery cup with geometric designs and animals. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_cup_with_geometric_designs_and_animals._From_Iraq._3500-2800_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Painted_pottery_cup_with_geometric_designs_and_animals._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_cup_with_geometric_designs_and_animals._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery cup with geometric designs and animals. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?","File:Painted pottery cup with geometric designs and animals. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/0/02/Painted_pottery_cup_with_geometric_designs_and_animals._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0025,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery goblet. From Yarim Tepe, Iraq. Halaf culture, 5th millennium BCE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Painted_pottery_goblet._From_Yarim_Tepe,_Iraq._Halaf_culture,_5th_millennium_BCE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Painted_pottery_goblet._From_Yarim_Tepe%2C_Iraq._Halaf_culture%2C_5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg/960px-Painted_pottery_goblet._From_Yarim_Tepe%2C_Iraq._Halaf_culture%2C_5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery goblet. From Yarim Tepe, Iraq. Halaf culture, 5th millennium BCE. Iraq Museum, Baghdad.","File:Painted pottery goblet. From Yarim Tepe, Iraq. Halaf culture, 5th millennium BCE. Iraq Museum, Baghdad.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/5a/Painted_pottery_goblet._From_Yarim_Tepe%2C_Iraq._Halaf_culture%2C_5th_millennium_BCE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0026,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery jar with geometric motifs and animals (Ibices). From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Painted_pottery_jar_with_geometric_motifs_and_animals_(Ibices)._From_Tell_Hasan,_Hamrin_Basin,_Iraq._5th_millennium_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Painted_pottery_jar_with_geometric_motifs_and_animals_%28Ibices%29._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg/960px-Painted_pottery_jar_with_geometric_motifs_and_animals_%28Ibices%29._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar with geometric motifs and animals (Ibices); the representation of ibex reflects an Iranian (eastern) influence. From Tell Hasan, Hamrin Basin, Iraq. Halaf culture, 5000 BCE. Iraq Museum, Baghdad. For more information, read THE PREHISTORIC POTTERY FROM TELL HASSAN, HAMRIN VALLEY, IRAQ.","File:Painted pottery jar with geometric motifs and animals (Ibices). From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/7/7c/Painted_pottery_jar_with_geometric_motifs_and_animals_%28Ibices%29._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
